area,year,f1units,f1change,f1value,f1valchange,f24units,f24change,f24value,f24valchange,f5units,f5change,f5value,f5valchange
"Phoenix-Mesa-Scottsdale, AZ",2010,7212,-16.1,211100,0.5,84,40,151300,28,1004,63.5,128700,-4.7
"Phoenix-Mesa-Scottsdale, AZ",2011,7297,1.2,225300,6.7,98,16.7,179600,18.7,1686,67.9,94400,-26.7
"Phoenix-Mesa-Scottsdale, AZ",2012,11931,63.5,242200,7.5,337,243.9,161000,-10.4,3699,119.4,113900,20.7
"Phoenix-Mesa-Scottsdale, AZ",2013,12959,8.6,258200,6.6,329,-2.4,134400,-16.5,5449,47.3,134700,18.3
"Phoenix-Mesa-Scottsdale, AZ",2014,11557,-10.8,281100,8.9,281,-14.6,178200,32.6,8503,56,118900,-11.7
"Phoenix-Mesa-Scottsdale, AZ",2015,16621,43.8,277900,-1.1,354,26,152900,-14.2,5427,-36.2,164500,38.4
"Phoenix-Mesa-Scottsdale, AZ",2016,18433,10.9,277500,-0.1,571,61.3,127000,-16.9,9579,76.5,130000,-21
"Phoenix-Mesa-Scottsdale, AZ",2017,20471,11.1,257700,-7.1,514,-10,134900,6.2,8327,-13.1,139000,6.9
"Pine Bluff, AR",1999,153,null,71200,null,32,null,23900,null,0,null,0,null
"Pine Bluff, AR",2000,118,-22.9,71900,1,18,-43.8,41300,72.8,12,0,15000,0
"Pine Bluff, AR",2001,141,19.5,94900,32,7,-61.1,22100,-46.5,0,-100,0,-100
"Pine Bluff, AR",2002,120,-14.9,76700,-19.2,32,357.1,40900,85.1,0,0,0,0
"Pine Bluff, AR",2003,128,6.7,76800,0.1,24,-25,25400,-37.9,64,0,14100,0
"Pine Bluff, AR",2004,88,-31.2,81000,5.5,23,-4.2,31400,23.6,29,-54.7,14100,0
"Pine Bluff, AR",2005,113,28.4,74300,-8.3,6,-73.9,39000,24.2,47,62.1,14100,0
"Pine Bluff, AR",2006,92,-18.6,92600,24.6,9,50,49800,27.7,0,-100,0,-100
"Pine Bluff, AR",2007,95,3.3,86700,-6.4,14,55.6,33600,-32.5,60,0,16000,0
"Pine Bluff, AR",2008,61,-35.8,97500,12.5,6,-57.1,38000,13.1,64,6.7,37800,136.2
"Pine Bluff, AR",2009,53,-13.1,127600,30.9,16,166.7,59100,55.5,20,-68.8,53200,40.7
"Pine Bluff, AR",2010,46,-13.2,103800,-18.7,10,-37.5,56500,-4.4,70,250,43100,-19
"Pine Bluff, AR",2011,37,-19.6,133700,28.8,16,60,52600,-6.9,16,-77.1,61100,41.8
"Pine Bluff, AR",2012,35,-5.4,139300,4.2,8,-50,44400,-15.6,88,450,46100,-24.5
"Pine Bluff, AR",2013,101,188.6,107000,-23.2,12,50,46700,5.2,24,-72.7,61100,32.5
"Pine Bluff, AR",2014,39,-61.4,114500,7,0,-100,0,-100,16,-33.3,37500,-38.6
"Pine Bluff, AR",2015,21,-46.2,153600,34.1,10,0,50000,0,0,-100,0,-100
"Pine Bluff, AR",2016,32,52.4,108400,-29.4,14,40,60700,21.4,0,0,0,0
"Pine Bluff, AR",2017,36,12.5,154800,42.8,2,-85.7,70000,15.3,36,0,41700,0
"Pittsburgh, PA",1999,5220,null,131200,null,365,null,60900,null,1494,null,49800,null
"Pittsburgh, PA",2000,5227,0.1,138100,5.3,328,-10.1,58100,-4.6,1026,-31.3,57700,15.9
"Pittsburgh, PA",2001,4936,-5.6,145400,5.3,331,0.9,73500,26.5,1614,57.3,57100,-1
"Pittsburgh, PA",2002,5277,6.9,151100,3.9,424,28.1,82300,12,1339,-17,76100,33.3
"Pittsburgh, PA",2003,5294,0.3,164700,9,467,10.1,74500,-9.5,754,-43.7,82300,8.1
"Pittsburgh, PA",2004,5548,4.8,163200,-0.9,436,-6.6,77200,3.6,872,15.6,95200,15.7
"Pittsburgh, PA",2005,4672,-15.8,196800,20.6,306,-29.8,85200,10.4,623,-28.6,66200,-30.5
"Pittsburgh, PA",2006,4367,-6.5,191300,-2.8,241,-21.2,82000,-3.8,1025,64.5,48400,-26.9
"Pittsburgh, PA",2007,3844,-12,200900,5,285,18.3,97400,18.8,551,-46.2,43300,-10.5
"Pittsburgh, PA",2008,3383,-12,208500,3.8,111,-61.1,116900,20,280,-49.2,96100,121.9
"Pittsburgh, PA",2009,2681,-20.8,209100,0.3,121,9,110100,-5.8,231,-17.5,154800,61.1
"Pittsburgh, PA",2010,3398,26.7,191700,-8.3,180,48.8,94800,-13.9,37,-84,122400,-20.9
"Pittsburgh, PA",2011,2654,-21.9,224100,16.9,95,-47.2,125200,32.1,165,345.9,132300,8.1
"Pittsburgh, PA",2012,2918,9.9,234800,4.8,189,98.9,118400,-5.4,359,117.6,123000,-7
"Pittsburgh, PA",2013,3258,11.7,241600,2.9,103,-45.5,114800,-3,1209,236.8,78600,-36.1
"Pittsburgh, PA",2014,3089,-5.2,252900,4.7,153,48.5,136100,18.6,957,-20.8,105300,34
"Pittsburgh, PA",2015,3293,6.6,269200,6.4,228,49,130200,-4.3,1743,82.1,90000,-14.5
"Pittsburgh, PA",2016,3015,-8.4,264500,-1.7,202,-11.4,120200,-7.7,1186,-32,88900,-1.2
"Pittsburgh, PA",2017,2988,-0.9,267300,1.1,216,6.9,155600,29.5,1124,-5.2,109600,23.3
"Pittsfield, MA",1999,270,null,161800,null,4,null,77900,null,53,null,60100,null
"Pittsfield, MA",2000,265,-1.9,177200,9.5,5,25,104000,33.5,44,-17,63200,5.2
"Pittsfield, MA",2001,281,6,188300,6.3,12,140,182600,75.6,64,45.5,87500,38.4
"Pittsfield, MA",2002,333,18.5,184600,-2,10,-16.7,172100,-5.8,116,81.2,121600,39
"Pittsfield, MA",2003,371,11.4,198800,7.7,6,-40,190500,10.7,40,-65.5,107800,-11.3
"Pittsfield, MA",2004,434,17,216900,9.1,22,266.7,112500,-40.9,24,-40,81700,-24.2
"Pittsfield, MA",2005,392,-9.7,255400,17.8,2,-90.9,80500,-28.4,33,37.5,112300,37.5
"Pittsfield, MA",2006,352,-10.2,259500,1.6,0,-100,0,-100,0,-100,0,-100
"Pittsfield, MA",2007,264,-25,252000,-2.9,2,0,50000,0,32,0,109400,0
"Pittsfield, MA",2008,156,-40.9,295200,17.1,4,100,27800,-44.4,155,384.4,98200,-10.2
"Pittsfield, MA",2009,126,-19.2,315500,6.9,8,100,141900,410.4,39,-74.8,102600,4.5
"Pittsfield, MA",2010,125,-0.8,267000,-15.4,14,75,111900,-21.1,0,-100,0,-100
"Pittsfield, MA",2011,97,-22.4,245900,-7.9,4,-71.4,122900,9.8,21,0,91400,0
"Pittsfield, MA",2012,89,-8.2,322700,31.2,0,-100,0,-100,0,-100,0,-100
"Pittsfield, MA",2013,99,11.2,276600,-14.3,0,0,0,0,0,0,0,0
"Pittsfield, MA",2014,137,38.4,344100,24.4,0,0,0,0,40,0,167300,0
"Pittsfield, MA",2015,106,-22.6,379200,10.2,0,0,0,0,108,170,165600,-1
"Pittsfield, MA",2016,95,-10.4,501700,32.3,0,0,0,0,96,-11.1,165600,0
"Pittsfield, MA",2017,90,-5.3,484900,-3.3,11,0,144600,0,93,-3.1,165600,0
"Pocatello, ID",1999,254,null,93300,null,54,null,54300,null,0,null,0,null
"Pocatello, ID",2000,227,-10.6,100100,7.3,8,-85.2,78300,44.2,0,0,0,0
"Pocatello, ID",2001,248,9.3,98300,-1.8,37,362.5,74800,-4.5,0,0,0,0
"Pocatello, ID",2002,301,21.4,104200,6,20,-45.9,77500,3.6,25,0,24000,0
"Pocatello, ID",2003,384,27.6,105800,1.5,17,-15,55400,-28.5,0,-100,0,-100
"Pocatello, ID",2004,433,12.8,106200,0.4,13,-23.5,49600,-10.5,114,0,60200,0
"Pocatello, ID",2005,521,20.3,108700,2.4,58,346.2,35900,-27.6,70,-38.6,73000,21.3
"Pocatello, ID",2006,607,16.5,113700,4.6,62,6.9,60800,69.4,10,-85.7,90000,23.3
"Pocatello, ID",2007,302,-50.2,136800,20.3,14,-77.4,61100,0.5,0,-100,0,-100
"Pocatello, ID",2008,211,-30.1,132900,-2.9,8,-42.9,60400,-1.1,0,0,0,0
"Pocatello, ID",2009,152,-28,122800,-7.6,0,-100,0,-100,0,0,0,0
"Pocatello, ID",2010,137,-9.9,132700,8.1,3,0,46500,0,0,0,0,0
"Pocatello, ID",2011,75,-45.3,129400,-2.5,0,-100,0,-100,0,0,0,0
"Pocatello, ID",2012,136,81.3,141700,9.5,0,0,0,0,0,0,0,0
"Pocatello, ID",2013,162,19.1,131600,-7.1,0,0,0,0,0,0,0,0
"Pocatello, ID",2014,142,-12.3,128300,-2.5,20,0,45200,0,0,0,0,0
"Pocatello, ID",2015,168,18.3,135300,5.5,22,10,35000,-22.6,0,0,0,0
"Pocatello, ID",2016,202,20.2,129900,-4,0,-100,0,-100,0,0,0,0
"Pocatello, ID",2017,203,0.5,140600,8.2,20,0,45100,0,0,0,0,0
"Portland-South Portland, ME",1999,2768,null,124800,null,133,null,68700,null,38,null,82500,null
"Portland-South Portland, ME",2000,3001,8.4,132000,5.8,75,-43.6,87500,27.4,63,65.8,49900,-39.5
"Portland-South Portland, ME",2001,2792,-7,138200,4.7,193,157.3,103900,18.7,164,160.3,83200,66.7
"Portland-South Portland, ME",2002,3097,10.9,147400,6.7,177,-8.3,85200,-18,276,68.3,81000,-2.6
"Portland-South Portland, ME",2003,3245,4.8,157100,6.6,245,38.4,96600,13.4,98,-64.5,121700,50.2
"Portland-South Portland, ME",2004,3304,1.8,167700,6.7,149,-39.2,104000,7.7,238,142.9,78700,-35.3
"Portland-South Portland, ME",2005,3120,-5.6,186600,11.3,248,66.4,104700,0.7,344,44.5,109300,38.9
"Portland-South Portland, ME",2006,2750,-11.9,175900,-5.7,226,-8.9,93800,-10.4,226,-34.3,108600,-0.6
"Portland-South Portland, ME",2007,2124,-22.8,185700,5.6,130,-42.5,95300,1.6,418,85,94800,-12.7
"Portland-South Portland, ME",2008,1114,-47.6,199100,7.2,61,-53.1,114000,19.6,84,-79.9,73800,-22.2
"Portland-South Portland, ME",2009,1123,0.8,187900,-5.6,73,19.7,117100,2.7,11,-86.9,115000,55.8
"Portland-South Portland, ME",2010,1225,9.1,202600,7.8,24,-67.1,149300,27.5,11,0,75700,-34.2
"Portland-South Portland, ME",2011,956,-22,204700,1,21,-12.5,115800,-22.4,135,1127.3,100400,32.6
"Portland-South Portland, ME",2012,1204,25.9,203600,-0.5,91,333.3,97600,-15.7,95,-29.6,96600,-3.8
"Portland-South Portland, ME",2013,1485,23.3,208600,2.5,72,-20.9,110600,13.3,261,174.7,126500,31
"Portland-South Portland, ME",2014,1419,-4.4,222000,6.4,70,-2.8,108100,-2.3,207,-20.7,91800,-27.4
"Portland-South Portland, ME",2015,1584,11.6,213300,-3.9,97,38.6,112200,3.8,299,44.4,124100,35.2
"Portland-South Portland, ME",2016,1838,16,220700,3.5,128,32,117300,4.5,431,44.1,86200,-30.5
"Portland-South Portland, ME",2017,1973,7.3,230300,4.3,82,-35.9,119900,2.2,462,7.2,72600,-15.8
"Portland-Vancouver-Hillsboro, OR-WA",1999,10638,null,128800,null,1095,null,72400,null,3389,null,59500,null
"Portland-Vancouver-Hillsboro, OR-WA",2000,9760,-8.3,144400,12.1,572,-47.8,78000,7.7,2666,-21.3,64900,9.1
"Portland-Vancouver-Hillsboro, OR-WA",2001,10689,9.5,168400,16.6,550,-3.8,86900,11.4,2635,-1.2,65200,0.5
"Portland-Vancouver-Hillsboro, OR-WA",2002,10467,-2.1,174900,3.9,751,36.5,96200,10.7,3160,19.9,77600,19
"Portland-Vancouver-Hillsboro, OR-WA",2003,10576,1,180400,3.1,659,-12.3,89900,-6.5,4768,50.9,76500,-1.4
"Portland-Vancouver-Hillsboro, OR-WA",2004,11285,6.7,189400,5,656,-0.5,95400,6.1,3918,-17.8,74100,-3.1
"Portland-Vancouver-Hillsboro, OR-WA",2005,12789,13.3,202900,7.1,704,7.3,95900,0.5,3758,-4.1,92100,24.3
"Portland-Vancouver-Hillsboro, OR-WA",2006,10210,-20.2,220000,8.4,500,-29,107100,11.7,4666,24.2,100400,9
"Portland-Vancouver-Hillsboro, OR-WA",2007,8410,-17.6,219200,-0.4,463,-7.4,111300,3.9,4242,-9.1,103200,2.8
"Portland-Vancouver-Hillsboro, OR-WA",2008,4285,-49,220500,0.6,191,-58.7,122100,9.7,2932,-30.9,163700,58.6
"Portland-Vancouver-Hillsboro, OR-WA",2009,3011,-29.7,227200,3,84,-56,119400,-2.2,925,-68.5,110000,-32.8
"Portland-Vancouver-Hillsboro, OR-WA",2010,3359,11.6,242500,6.7,126,50,144700,21.2,991,7.1,119600,8.7
"Portland-Vancouver-Hillsboro, OR-WA",2011,3132,-6.8,257400,6.1,87,-31,98900,-31.7,1994,101.2,101000,-15.6
"Portland-Vancouver-Hillsboro, OR-WA",2012,4501,43.7,249200,-3.2,177,103.4,125300,26.7,3107,55.8,96300,-4.7
"Portland-Vancouver-Hillsboro, OR-WA",2013,5717,27,262100,5.2,151,-14.7,120800,-3.6,5862,88.7,92100,-4.4
"Portland-Vancouver-Hillsboro, OR-WA",2014,5462,-4.5,279000,6.4,213,41.1,144500,19.6,6681,14,119500,29.8
"Portland-Vancouver-Hillsboro, OR-WA",2015,7102,30,265800,-4.7,311,46,147700,2.2,6554,-1.9,118900,-0.5
"Portland-Vancouver-Hillsboro, OR-WA",2016,7397,4.2,285400,7.4,234,-24.8,153100,3.7,7098,8.3,117500,-1.2
"Portland-Vancouver-Hillsboro, OR-WA",2017,6211,-16,299900,5.1,268,14.5,179400,17.2,9504,33.9,127500,8.5
"Port St. Lucie, FL",1999,2699,null,147500,null,59,null,88400,null,589,null,71500,null
"Port St. Lucie, FL",2000,2745,1.7,147900,0.3,90,52.5,106300,20.2,642,9,41800,-41.5
"Port St. Lucie, FL",2001,3093,12.7,151900,2.7,103,14.4,112400,5.7,880,37.1,57500,37.6
"Port St. Lucie, FL",2002,4744,53.4,141900,-6.6,117,13.6,98400,-12.5,1171,33.1,62000,7.8
"Port St. Lucie, FL",2003,8195,72.7,129300,-8.9,151,29.1,112700,14.5,1344,14.8,61500,-0.8
"Port St. Lucie, FL",2004,8856,8.1,134800,4.3,246,62.9,114000,1.2,1454,8.2,68600,11.5
"Port St. Lucie, FL",2005,9112,2.9,152100,12.8,260,5.7,149800,31.4,1410,-3,86000,25.4
"Port St. Lucie, FL",2006,5572,-38.8,157800,3.7,113,-56.5,147800,-1.3,643,-54.4,82200,-4.4
"Port St. Lucie, FL",2007,2008,-64,206800,31.1,60,-46.9,134800,-8.8,341,-47,87100,6
"Port St. Lucie, FL",2008,858,-57.3,228700,10.6,40,-33.3,186300,38.2,355,4.1,120200,38
"Port St. Lucie, FL",2009,360,-58,208700,-8.7,10,-75,272700,46.4,14,-96.1,195700,62.8
"Port St. Lucie, FL",2010,432,20,254800,22.1,8,-20,298700,9.5,52,271.4,153200,-21.7
"Port St. Lucie, FL",2011,471,9,326700,28.2,17,112.5,141800,-52.5,51,-1.9,95900,-37.4
"Port St. Lucie, FL",2012,578,22.7,325700,-0.3,24,41.2,169700,19.7,33,-35.3,152800,59.3
"Port St. Lucie, FL",2013,1061,83.6,294400,-9.6,30,25,103100,-39.2,26,-21.2,128900,-15.6
"Port St. Lucie, FL",2014,1048,-1.2,288300,-2.1,25,-16.7,86100,-16.5,321,1134.6,146900,14
"Port St. Lucie, FL",2015,1268,21,257100,-10.8,37,48,111000,28.9,296,-7.8,173900,18.4
"Port St. Lucie, FL",2016,1696,33.8,273600,6.4,120,224.3,152700,37.6,121,-59.1,222500,27.9
"Port St. Lucie, FL",2017,2087,23.1,226500,-17.2,152,26.7,152200,-0.3,48,-60.3,95500,-57.1
"Prescott, AZ",1999,2016,null,119000,null,144,null,51000,null,324,null,67400,null
"Prescott, AZ",2000,2032,0.8,128700,8.2,131,-9,51700,1.4,64,-80.2,76600,13.6
"Prescott, AZ",2001,2125,4.6,131600,2.3,102,-22.1,53700,3.9,85,32.8,76700,0.1
"Prescott, AZ",2002,2542,19.6,153900,16.9,198,94.1,82700,54,524,516.5,65700,-14.3
"Prescott, AZ",2003,2641,3.9,144000,-6.4,194,-2,71300,-13.8,149,-71.6,81400,23.9
"Prescott, AZ",2004,3666,38.8,147900,2.7,131,-32.5,68100,-4.5,206,38.3,69200,-15
"Prescott, AZ",2005,4369,19.2,170200,15.1,91,-30.5,94600,38.9,19,-90.8,78800,13.9
"Prescott, AZ",2006,2916,-33.3,185400,8.9,54,-40.7,81600,-13.7,64,236.8,84900,7.7
"Prescott, AZ",2007,1444,-50.5,208000,12.2,45,-16.7,103300,26.6,0,-100,0,-100
"Prescott, AZ",2008,604,-58.2,233300,12.2,7,-84.4,125300,21.3,176,0,79600,0
"Prescott, AZ",2009,348,-42.4,208900,-10.5,0,-100,0,-100,140,-20.5,120100,50.9
"Prescott, AZ",2010,237,-31.9,219300,5,6,0,39700,0,96,-31.4,123500,2.8
"Prescott, AZ",2011,290,22.4,229300,4.6,4,-33.3,59200,49.1,8,-91.7,98500,-20.2
"Prescott, AZ",2012,444,53.1,236000,2.9,8,100,148700,151.2,0,-100,0,-100
"Prescott, AZ",2013,841,89.4,234100,-0.8,20,150,97600,-34.4,0,0,0,0
"Prescott, AZ",2014,948,12.7,236000,0.8,12,-40,127000,30.1,8,0,94300,0
"Prescott, AZ",2015,1120,18.1,243400,3.1,29,141.7,110500,-13,228,2750,71300,-24.4
"Prescott, AZ",2016,1366,22,253100,4,22,-24.1,113400,2.6,214,-6.1,129000,80.9
"Prescott, AZ",2017,1493,9.3,261400,3.3,66,200,132300,16.7,417,94.9,116000,-10.1
"Providence-Warwick, RI-MA",1999,4385,null,115600,null,246,null,42100,null,575,null,51400,null
"Providence-Warwick, RI-MA",2000,3782,-13.8,127600,10.4,243,-1.2,51800,23,221,-61.6,54700,6.4
"Providence-Warwick, RI-MA",2001,3522,-6.9,136700,7.1,234,-3.7,78300,51.2,146,-33.9,54300,-0.7
"Providence-Warwick, RI-MA",2002,3722,5.7,148900,8.9,280,19.7,61900,-20.9,549,276,40800,-24.9
"Providence-Warwick, RI-MA",2003,3338,-10.3,157300,5.6,149,-46.8,58000,-6.3,548,-0.2,65300,60
"Providence-Warwick, RI-MA",2004,3403,1.9,176800,12.4,202,35.6,79600,37.2,805,46.9,54700,-16.2
"Providence-Warwick, RI-MA",2005,3158,-7.2,183400,3.7,369,82.7,90800,14.1,1082,34.4,49200,-10.1
"Providence-Warwick, RI-MA",2006,2831,-10.4,178900,-2.5,513,39,74400,-18.1,341,-68.5,164900,235.2
"Providence-Warwick, RI-MA",2007,2241,-20.8,204300,14.2,346,-32.6,86100,15.7,498,46,67100,-59.3
"Providence-Warwick, RI-MA",2008,1368,-39,224700,10,142,-59,105400,22.4,88,-82.3,200000,198.1
"Providence-Warwick, RI-MA",2009,1158,-15.4,195100,-13.2,146,2.8,90900,-13.8,133,51.1,98300,-50.8
"Providence-Warwick, RI-MA",2010,1205,4.1,189600,-2.8,97,-33.6,67300,-26,137,3,80300,-18.3
"Providence-Warwick, RI-MA",2011,963,-20.1,202800,7,158,62.9,95400,41.8,57,-58.4,82700,3
"Providence-Warwick, RI-MA",2012,1144,18.8,195100,-3.8,68,-57,92900,-2.6,149,161.4,52400,-36.6
"Providence-Warwick, RI-MA",2013,1465,28.1,204000,4.6,124,82.4,124500,34,385,158.4,126600,141.6
"Providence-Warwick, RI-MA",2014,1441,-1.6,209400,2.6,125,0.8,115800,-7,209,-45.7,74600,-41.1
"Providence-Warwick, RI-MA",2015,1482,2.8,217400,3.8,144,15.2,132900,14.8,192,-8.1,92000,23.3
"Providence-Warwick, RI-MA",2016,1662,12.1,225100,3.5,219,52.1,92100,-30.7,683,255.7,83100,-9.7
"Providence-Warwick, RI-MA",2017,1722,3.6,222200,-1.3,128,-41.6,127600,38.5,160,-76.6,83500,0.5
"Provo-Orem, UT",1999,3529,null,121100,null,211,null,84600,null,474,null,53600,null
"Provo-Orem, UT",2000,3278,-7.1,146200,20.7,231,9.5,88000,4,307,-35.2,61100,14
"Provo-Orem, UT",2001,3166,-3.4,151000,3.3,334,44.6,81400,-7.5,413,34.5,88400,44.7
"Provo-Orem, UT",2002,2998,-5.3,159800,5.8,168,-49.7,97700,20,637,54.2,92300,4.4
"Provo-Orem, UT",2003,3325,10.9,180000,12.6,194,15.5,112500,15.1,825,29.5,80200,-13.1
"Provo-Orem, UT",2004,3602,8.3,185500,3.1,241,24.2,99200,-11.8,718,-13,88600,10.5
"Provo-Orem, UT",2005,4691,30.2,197600,6.5,214,-11.2,117900,18.9,492,-31.5,81000,-8.6
"Provo-Orem, UT",2006,5465,16.5,224700,13.7,221,3.3,116700,-1,801,62.8,119900,48
"Provo-Orem, UT",2007,4279,-21.7,226600,0.8,243,10,125000,7.1,551,-31.2,109900,-8.3
"Provo-Orem, UT",2008,1067,-75.1,236400,4.3,52,-78.6,136900,9.5,206,-62.6,109900,0
"Provo-Orem, UT",2009,1260,18.1,201600,-14.7,120,130.8,143900,5.1,144,-30.1,101500,-7.6
"Provo-Orem, UT",2010,1553,23.3,222200,10.2,90,-25,139500,-3.1,342,137.5,127200,25.3
"Provo-Orem, UT",2011,1452,-6.5,236400,6.4,46,-48.9,147000,5.4,434,26.9,76600,-39.8
"Provo-Orem, UT",2012,2226,53.3,240400,1.7,79,71.7,152000,3.4,134,-69.1,103400,35
"Provo-Orem, UT",2013,2680,20.4,249300,3.7,89,12.7,133800,-12,659,391.8,119100,15.2
"Provo-Orem, UT",2014,2684,0.1,258100,3.5,195,119.1,138300,3.4,2421,267.4,101400,-14.9
"Provo-Orem, UT",2015,3098,15.4,277400,7.5,148,-24.1,156300,13,1303,-46.2,110900,9.4
"Provo-Orem, UT",2016,4429,43,264000,-4.8,132,-10.8,149000,-4.7,756,-42,147600,33.1
"Provo-Orem, UT",2017,5090,14.9,272700,3.3,476,260.6,80400,-46,1679,122.1,113900,-22.8
"Pueblo, CO",1999,1173,null,102500,null,168,null,62700,null,96,null,49000,null
"Pueblo, CO",2000,1028,-12.4,100700,-1.8,60,-64.3,42600,-32.1,10,-89.6,60000,22.4
"Pueblo, CO",2001,1114,8.4,99700,-1,112,86.7,38800,-8.9,164,1540,45200,-24.7
"Pueblo, CO",2002,1075,-3.5,106400,6.7,228,103.6,37300,-3.9,0,-100,0,-100
"Pueblo, CO",2003,1078,0.3,107300,0.8,196,-14,35200,-5.6,8,0,79900,0
"Pueblo, CO",2004,1100,2,103400,-3.6,40,-79.6,41300,17.3,80,900,77800,-2.6
"Pueblo, CO",2005,1119,1.7,162700,57.4,60,50,52900,28.1,0,-100,0,-100
"Pueblo, CO",2006,1202,7.4,158500,-2.6,102,70,44900,-15.1,0,0,0,0
"Pueblo, CO",2007,663,-44.8,170200,7.4,14,-86.3,105800,135.6,0,0,0,0
"Pueblo, CO",2008,379,-42.8,161000,-5.4,12,-14.3,107900,2,25,0,85000,0
"Pueblo, CO",2009,184,-51.5,164800,2.4,14,16.7,91400,-15.3,179,616,58500,-31.2
"Pueblo, CO",2010,209,13.6,178200,8.1,8,-42.9,108100,18.3,17,-90.5,88000,50.4
"Pueblo, CO",2011,114,-45.5,181300,1.7,4,-50,56800,-47.5,0,-100,0,-100
"Pueblo, CO",2012,172,50.9,158800,-12.4,2,-50,148200,160.9,92,0,76300,0
"Pueblo, CO",2013,158,-8.1,182800,15.1,0,-100,0,-100,0,-100,0,-100
"Pueblo, CO",2014,157,-0.6,178800,-2.2,0,0,0,0,0,0,0,0
"Pueblo, CO",2015,200,27.4,174900,-2.2,20,0,126100,0,62,0,141300,0
"Pueblo, CO",2016,265,32.5,171400,-2,4,-80,126100,0,13,-79,141300,0
"Pueblo, CO",2017,352,32.8,170600,-0.5,6,50,137200,8.8,10,-23.1,141300,0
"Punta Gorda, FL",1999,1197,null,112900,null,116,null,63200,null,105,null,66100,null
"Punta Gorda, FL",2000,1211,1.2,126100,11.7,87,-25,83900,32.8,372,254.3,60000,-9.2
"Punta Gorda, FL",2001,1529,26.3,138100,9.5,214,146,88500,5.5,383,3,35500,-40.8
"Punta Gorda, FL",2002,1589,3.9,152400,10.4,279,30.4,95500,7.9,124,-67.6,135400,281.4
"Punta Gorda, FL",2003,1953,22.9,158700,4.1,303,8.6,100400,5.1,266,114.5,124500,-8.1
"Punta Gorda, FL",2004,2331,19.4,165300,4.2,210,-30.7,109200,8.8,1111,317.7,98600,-20.8
"Punta Gorda, FL",2005,2902,24.5,185800,12.4,462,120,141300,29.4,1330,19.7,166000,68.4
"Punta Gorda, FL",2006,3052,5.2,212900,14.6,431,-6.7,151800,7.4,852,-35.9,146500,-11.7
"Punta Gorda, FL",2007,932,-69.5,227100,6.7,206,-52.2,128800,-15.2,232,-72.8,177700,21.3
"Punta Gorda, FL",2008,312,-66.5,238500,5,90,-56.3,109800,-14.8,31,-86.6,132300,-25.5
"Punta Gorda, FL",2009,286,-8.3,221100,-7.3,10,-88.9,188600,71.8,0,-100,0,-100
"Punta Gorda, FL",2010,293,2.4,181900,-17.7,132,1220,46500,-75.3,0,0,0,0
"Punta Gorda, FL",2011,302,3.1,171100,-5.9,10,-92.4,106900,129.9,0,0,0,0
"Punta Gorda, FL",2012,327,8.3,211400,23.6,2,-80,105000,-1.8,0,0,0,0
"Punta Gorda, FL",2013,549,67.9,216900,2.6,4,100,153300,46,0,0,0,0
"Punta Gorda, FL",2014,610,11.1,230900,6.5,0,-100,0,-100,0,0,0,0
"Punta Gorda, FL",2015,947,55.2,241000,4.4,10,0,132100,0,172,0,97100,0
"Punta Gorda, FL",2016,657,-30.6,77900,-67.7,8,-20,112800,-14.6,0,-100,0,-100
"Punta Gorda, FL",2017,1251,90.4,247500,217.7,46,475,132600,17.6,0,0,0,0
"Racine, WI",1999,667,null,144700,null,76,null,88700,null,167,null,44200,null
"Racine, WI",2000,536,-19.6,159500,10.2,86,13.2,86900,-2,245,46.7,47400,7.2
"Racine, WI",2001,578,7.8,169700,6.4,77,-10.5,99200,14.2,143,-41.6,46000,-3
"Racine, WI",2002,642,11.1,177400,4.5,69,-10.4,110100,11,240,67.8,68900,49.8
"Racine, WI",2003,876,36.4,181500,2.3,55,-20.3,91800,-16.6,257,7.1,62900,-8.7
"Racine, WI",2004,939,7.2,188500,3.9,95,72.7,77700,-15.4,244,-5.1,41000,-34.8
"Racine, WI",2005,810,-13.7,206100,9.3,98,3.2,101900,31.1,98,-59.8,80500,96.3
"Racine, WI",2006,484,-40.2,215200,4.4,88,-10.2,86700,-14.9,234,138.8,108800,35.2
"Racine, WI",2007,508,5,207500,-3.6,44,-50,109800,26.6,80,-65.8,108800,0
"Racine, WI",2008,271,-46.7,226400,9.1,6,-86.4,130400,18.8,0,-100,0,-100
"Racine, WI",2009,194,-28.4,220300,-2.7,0,-100,0,-100,149,0,83600,0
"Racine, WI",2010,156,-19.6,212900,-3.4,6,0,240800,0,78,-47.7,63500,-24
"Racine, WI",2011,99,-36.5,279700,31.4,2,-66.7,99100,-58.8,6,-92.3,75000,18.1
"Racine, WI",2012,143,44.4,230100,-17.7,12,500,114200,15.2,8,33.3,112500,50
"Racine, WI",2013,182,27.3,269200,17,28,133.3,149900,31.3,0,-100,0,-100
"Racine, WI",2014,159,-12.6,248500,-7.7,24,-14.3,173900,16,24,0,86900,0
"Racine, WI",2015,189,18.9,264600,6.5,28,16.7,166400,-4.3,0,-100,0,-100
"Racine, WI",2016,222,17.5,243500,-8,16,-42.9,155600,-6.5,120,0,112100,0
"Racine, WI",2017,244,9.9,252100,3.5,34,112.5,175900,13,0,-100,0,-100
"Raleigh, NC",1999,11239,null,129400,null,320,null,87900,null,4533,null,44100,null
"Raleigh, NC",2000,9519,-15.3,138100,6.7,140,-56.2,59100,-32.8,4543,0.2,50900,15.4
